algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,0-accuracy,1-accuracy,sex-accuracy,0-accuracy_over_1-accuracy,sex-accuracyRatio,diff:1-accuracyto0-accuracy,sex-accuracyDiff,0-accuracy,1-accuracy,age-accuracy,0-accuracy_over_1-accuracy,age-accuracyRatio,diff:1-accuracyto0-accuracy,age-accuracyDiff,0-accuracy,1-accuracy,sex-age-accuracy,0-accuracy_over_1-1-accuracy,1-accuracy_over_1-1-accuracy,sex-age-accuracyRatio,diff:1-1-accuracyto0-accuracy,diff:1-1-accuracyto1-accuracy,sex-age-accuracyDiff,0-TPR,1-TPR,sex-TPR,0-TPR_over_1-TPR,sex-TPRRatio,diff:1-TPRto0-TPR,sex-TPRDiff,0-TPR,1-TPR,age-TPR,0-TPR_over_1-TPR,age-TPRRatio,diff:1-TPRto0-TPR,age-TPRDiff,0-TPR,1-TPR,sex-age-TPR,0-TPR_over_1-1-TPR,1-TPR_over_1-1-TPR,sex-age-TPRRatio,diff:1-1-TPRto0-TPR,diff:1-1-TPRto1-TPR,sex-age-TPRDiff,0-TNR,1-TNR,sex-TNR,0-TNR_over_1-TNR,sex-TNRRatio,diff:1-TNRto0-TNR,sex-TNRDiff,0-TNR,1-TNR,age-TNR,0-TNR_over_1-TNR,age-TNRRatio,diff:1-TNRto0-TNR,age-TNRDiff,0-TNR,1-TNR,sex-age-TNR,0-TNR_over_1-1-TNR,1-TNR_over_1-1-TNR,sex-age-TNRRatio,diff:1-1-TNRto0-TNR,diff:1-1-TNRto1-TNR,sex-age-TNRDiff,0-FPR,1-FPR,sex-FPR,0-FPR_over_1-FPR,sex-FPRRatio,diff:1-FPRto0-FPR,sex-FPRDiff,0-FPR,1-FPR,age-FPR,0-FPR_over_1-FPR,age-FPRRatio,diff:1-FPRto0-FPR,age-FPRDiff,0-FPR,1-FPR,sex-age-FPR,0-FPR_over_1-1-FPR,1-FPR_over_1-1-FPR,sex-age-FPRRatio,diff:1-1-FPRto0-FPR,diff:1-1-FPRto1-FPR,sex-age-FPRDiff,0-FNR,1-FNR,sex-FNR,0-FNR_over_1-FNR,sex-FNRRatio,diff:1-FNRto0-FNR,sex-FNRDiff,0-FNR,1-FNR,age-FNR,0-FNR_over_1-FNR,age-FNRRatio,diff:1-FNRto0-FNR,age-FNRDiff,0-FNR,1-FNR,sex-age-FNR,0-FNR_over_1-1-FNR,1-FNR_over_1-1-FNR,sex-age-FNRRatio,diff:1-1-FNRto0-FNR,diff:1-1-FNRto1-FNR,sex-age-FNRDiff,0-calibration+,1-calibration+,sex-calibration+,0-calibration+_over_1-calibration+,sex-calibration+Ratio,diff:1-calibration+to0-calibration+,sex-calibration+Diff,0-calibration+,1-calibration+,age-calibration+,0-calibration+_over_1-calibration+,age-calibration+Ratio,diff:1-calibration+to0-calibration+,age-calibration+Diff,0-calibration+,1-calibration+,sex-age-calibration+,0-calibration+_over_1-1-calibration+,1-calibration+_over_1-1-calibration+,sex-age-calibration+Ratio,diff:1-1-calibration+to0-calibration+,diff:1-1-calibration+to1-calibration+,sex-age-calibration+Diff,0-calibration-,1-calibration-,sex-calibration-,0-calibration-_over_1-calibration-,sex-calibration-Ratio,diff:1-calibration-to0-calibration-,sex-calibration-Diff,0-calibration-,1-calibration-,age-calibration-,0-calibration-_over_1-calibration-,age-calibration-Ratio,diff:1-calibration-to0-calibration-,age-calibration-Diff,0-calibration-,1-calibration-,sex-age-calibration-,0-calibration-_over_1-1-calibration-,1-calibration-_over_1-1-calibration-,sex-age-calibration-Ratio,diff:1-1-calibration-to0-calibration-,diff:1-1-calibration-to1-calibration-,sex-age-calibration-Diff
Feldman-SVM-accuracy,lambda=0.0,0,0.6896551724137931,0.9645390070921985,0.06451612903225806,0.5145275680622283,0.06501389654786709,0.9491898148148149,0.9491898148148149,0.9506519784172662,0.625,0.7194244604316546,0.6722122302158273,0.86875,0.86875,0.9055755395683454,0.9055755395683454,0.5483870967741935,0.7151162790697675,0.6317516879219804,0.7668502491476527,0.7668502491476527,0.833270817704426,0.833270817704426,0.6233766233766234,0.7301587301587301,0.6767676767676767,None,None,1.0,None,None,1.0,0.926829268292683,0.98,0.9534146341463414,0.9457441513190643,0.9457441513190643,0.946829268292683,0.946829268292683,0.9444444444444444,0.967479674796748,0.9559620596205962,0.9761904761904762,0.9761904761904762,0.9769647696476964,0.9769647696476964,0.9387755102040817,0.9782608695652174,0.9585181898846495,None,None,1.0,None,None,1.0,0.08695652173913043,0.05128205128205128,0.06911928651059085,1.6956521739130435,1.6956521739130435,1.035674470457079,1.035674470457079,0.0,0.08163265306122448,0.04081632653061224,0.0,1.0,0.9183673469387755,0.9183673469387755,0.07142857142857142,0.058823529411764705,0.06512605042016806,None,None,1.0,None,None,1.0,0.9130434782608696,0.9487179487179487,0.9308807134894092,0.9623971797884843,0.9623971797884843,0.964325529542921,0.964325529542921,1.0,0.9183673469387755,0.9591836734693877,1.0888888888888888,1.0888888888888888,1.0816326530612246,1.0816326530612246,0.9285714285714286,0.9411764705882353,0.9348739495798319,None,None,1.0,None,None,1.0,0.07317073170731703,0.020000000000000018,0.04658536585365852,3.658536585365848,3.658536585365848,1.0531707317073171,1.0531707317073171,0.05555555555555558,0.03252032520325199,0.044037940379403784,1.7083333333333364,1.7083333333333364,1.0230352303523036,1.0230352303523036,0.061224489795918324,0.021739130434782594,0.04148181011535046,None,None,1.0,None,None,1.0,0.6440677966101694,0.725925925925926,0.6849968612680477,0.8872362504323762,0.8872362504323762,0.9181418706842435,0.9181418706842435,0.5666666666666667,0.725609756097561,0.6461382113821138,0.780952380952381,0.780952380952381,0.8410569105691057,0.8410569105691057,0.6388888888888888,0.7377049180327869,0.6882969034608379,None,None,1.0,None,None,1.0,0.6,0.5,0.55,1.2,1.2,1.1,1.1,1.0,0.5,0.75,2.0,2.0,1.5,1.5,0.6,0.5,0.55,None,None,1.0,None,None,1.0
Feldman-SVM-accuracy,lambda=0.05,0,0.6896551724137931,0.9716312056737588,0.04838709677419355,0.5100091512239762,0.05053073227329644,1.0048973880597014,1.0048973880597014,1.0047212230215827,0.640625,0.7122302158273381,0.6764276079136691,0.8994633838383839,0.8994633838383839,0.9283947841726619,0.9283947841726619,0.5483870967741935,0.7151162790697675,0.6317516879219804,0.7668502491476527,0.7668502491476527,0.833270817704426,0.833270817704426,0.6363636363636364,0.7222222222222222,0.6792929292929293,None,None,1.0,None,None,1.0,0.975609756097561,0.97,0.9728048780487805,1.0057832537088258,1.0057832537088258,1.005609756097561,1.005609756097561,0.9444444444444444,0.975609756097561,0.9600271002710027,0.9680555555555556,0.9680555555555556,0.9688346883468835,0.9688346883468835,0.9795918367346939,0.967391304347826,0.9734915705412599,None,None,1.0,None,None,1.0,0.043478260869565216,0.05128205128205128,0.04738015607580825,0.8478260869565217,0.8478260869565217,0.992196209587514,0.992196209587514,0.0,0.061224489795918366,0.030612244897959183,0.0,1.0,0.9387755102040817,0.9387755102040817,0.03571428571428571,0.058823529411764705,0.04726890756302521,None,None,1.0,None,None,1.0,0.9565217391304348,0.9487179487179487,0.9526198439241917,1.008225616921269,1.008225616921269,1.0078037904124861,1.0078037904124861,1.0,0.9387755102040817,0.9693877551020409,1.0652173913043477,1.0652173913043477,1.0612244897959182,1.0612244897959182,0.9642857142857143,0.9411764705882353,0.9527310924369747,None,None,1.0,None,None,1.0,0.024390243902439046,0.030000000000000027,0.027195121951219536,0.8130081300813008,0.8130081300813008,0.994390243902439,0.994390243902439,0.05555555555555558,0.024390243902439046,0.03997289972899731,2.277777777777777,2.277777777777777,1.0311653116531165,1.0311653116531165,0.020408163265306145,0.03260869565217395,0.026508429458740046,None,None,1.0,None,None,1.0,0.6451612903225806,0.7238805970149254,0.6845209436687529,0.8912537412703692,0.8912537412703692,0.9212806933076553,0.9212806933076553,0.5666666666666667,0.7228915662650602,0.6447791164658634,0.7838888888888889,0.7838888888888889,0.8437751004016064,0.8437751004016064,0.64,0.7355371900826446,0.6877685950413224,None,None,1.0,None,None,1.0,0.5,0.6,0.55,0.8333333333333334,0.8333333333333334,0.9,0.9,1.0,0.5,0.75,2.0,2.0,1.5,1.5,0.5,0.6,0.55,None,None,1.0,None,None,1.0
Feldman-SVM-accuracy,lambda=0.1,0,0.6699507389162561,0.950354609929078,0.03225806451612903,0.49130633722260353,-0.03890595383966849,1.0201231060606062,1.0201231060606062,1.019109712230216,0.640625,0.6834532374100719,0.662039118705036,0.9373355263157895,0.9373355263157895,0.9571717625899281,0.9571717625899281,0.5161290322580645,0.6976744186046512,0.6069017254313578,0.7397849462365591,0.7397849462365591,0.8184546136534133,0.8184546136534133,0.6233766233766234,0.6984126984126984,0.6608946608946609,None,None,1.0,None,None,1.0,0.975609756097561,0.94,0.9578048780487805,1.0378827192527245,1.0378827192527245,1.035609756097561,1.035609756097561,0.8888888888888888,0.959349593495935,0.924119241192412,0.9265536723163841,0.9265536723163841,0.9295392953929539,0.9295392953929539,0.9591836734693877,0.9456521739130435,0.9524179236912156,None,None,1.0,None,None,1.0,0.043478260869565216,0.02564102564102564,0.034559643255295425,1.6956521739130435,1.6956521739130435,1.0178372352285396,1.0178372352285396,0.0,0.04081632653061224,0.02040816326530612,0.0,1.0,0.9591836734693877,0.9591836734693877,0.03571428571428571,0.029411764705882353,0.03256302521008403,None,None,1.0,None,None,1.0,0.9565217391304348,0.9743589743589743,0.9654403567447045,0.9816933638443937,0.9816933638443937,0.9821627647714605,0.9821627647714605,1.0,0.9591836734693877,0.9795918367346939,1.0425531914893618,1.0425531914893618,1.0408163265306123,1.0408163265306123,0.9642857142857143,0.9705882352941176,0.967436974789916,None,None,1.0,None,None,1.0,0.024390243902439046,0.06000000000000005,0.04219512195121955,0.4065040650406504,0.4065040650406504,0.964390243902439,0.964390243902439,0.11111111111111116,0.04065040650406504,0.0758807588075881,2.7333333333333347,2.7333333333333347,1.0704607046070462,1.0704607046070462,0.04081632653061229,0.05434782608695654,0.047582076308784416,None,None,1.0,None,None,1.0,0.6451612903225806,0.7121212121212122,0.6786412512218964,0.9059711736444749,0.9059711736444749,0.9330400782013685,0.9330400782013685,0.5517241379310345,0.7151515151515152,0.6334378265412748,0.771478667445938,0.771478667445938,0.8365726227795193,0.8365726227795193,0.6351351351351351,0.725,0.6800675675675676,None,None,1.0,None,None,1.0,0.5,0.8571428571428571,0.6785714285714286,0.5833333333333334,0.5833333333333334,0.6428571428571429,0.6428571428571429,1.0,0.7142857142857143,0.8571428571428572,1.4,1.4,1.2857142857142856,1.2857142857142856,0.6666666666666666,0.8333333333333334,0.75,None,None,1.0,None,None,1.0
Feldman-SVM-accuracy,lambda=0.15,0,0.6798029556650246,0.9574468085106383,0.04838709677419355,0.502916952642416,0.013053971354099296,1.0201231060606062,1.0201231060606062,1.019109712230216,0.640625,0.697841726618705,0.6692333633093526,0.9180090206185567,0.9180090206185567,0.942783273381295,0.942783273381295,0.5483870967741935,0.7034883720930233,0.6259377344336083,0.779525459877366,0.779525459877366,0.8448987246811702,0.8448987246811702,0.6233766233766234,0.7142857142857143,0.6688311688311688,None,None,1.0,None,None,1.0,0.975609756097561,0.95,0.9628048780487805,1.0269576379974326,1.0269576379974326,1.025609756097561,1.025609756097561,0.9444444444444444,0.959349593495935,0.9518970189701896,0.9844632768361582,0.9844632768361582,0.9850948509485095,0.9850948509485095,0.9591836734693877,0.9565217391304348,0.9578527062999113,None,None,1.0,None,None,1.0,0.043478260869565216,0.05128205128205128,0.04738015607580825,0.8478260869565217,0.8478260869565217,0.992196209587514,0.992196209587514,0.0,0.061224489795918366,0.030612244897959183,0.0,1.0,0.9387755102040817,0.9387755102040817,0.03571428571428571,0.058823529411764705,0.04726890756302521,None,None,1.0,None,None,1.0,0.9565217391304348,0.9487179487179487,0.9526198439241917,1.008225616921269,1.008225616921269,1.0078037904124861,1.0078037904124861,1.0,0.9387755102040817,0.9693877551020409,1.0652173913043477,1.0652173913043477,1.0612244897959182,1.0612244897959182,0.9642857142857143,0.9411764705882353,0.9527310924369747,None,None,1.0,None,None,1.0,0.024390243902439046,0.050000000000000044,0.037195121951219545,0.4878048780487805,0.4878048780487805,0.974390243902439,0.974390243902439,0.05555555555555558,0.04065040650406504,0.04810298102981031,1.3666666666666674,1.3666666666666674,1.0149051490514904,1.0149051490514904,0.04081632653061229,0.04347826086956519,0.04214729370008874,None,None,1.0,None,None,1.0,0.6451612903225806,0.7196969696969697,0.6824291300097751,0.896434634974533,0.896434634974533,0.9254643206256109,0.9254643206256109,0.5666666666666667,0.7195121951219512,0.6430894308943089,0.7875706214689265,0.7875706214689265,0.8471544715447155,0.8471544715447155,0.6351351351351351,0.7333333333333333,0.6842342342342342,None,None,1.0,None,None,1.0,0.5,0.7142857142857143,0.6071428571428572,0.7,0.7,0.7857142857142857,0.7857142857142857,1.0,0.625,0.8125,1.6,1.6,1.375,1.375,0.6666666666666666,0.6666666666666666,0.6666666666666666,None,None,1.0,None,None,1.0
Feldman-SVM-accuracy,lambda=0.2,0,0.6896551724137931,0.9574468085106383,0.08064516129032258,0.5190459849004805,0.07749824638692948,1.011331106870229,1.011331106870229,1.0106789568345325,0.65625,0.7050359712230215,0.6806429856115108,0.9308035714285715,0.9308035714285715,0.9512140287769785,0.9512140287769785,0.5806451612903226,0.7093023255813954,0.644973743435859,0.8186144896879958,0.8186144896879958,0.8713428357089272,0.8713428357089272,0.6493506493506493,0.7142857142857143,0.6818181818181819,None,None,1.0,None,None,1.0,0.975609756097561,0.95,0.9628048780487805,1.0269576379974326,1.0269576379974326,1.025609756097561,1.025609756097561,1.0,0.9512195121951219,0.975609756097561,1.0512820512820513,1.0512820512820513,1.048780487804878,1.048780487804878,0.9795918367346939,0.9456521739130435,0.9626220053238687,None,None,1.0,None,None,1.0,0.08695652173913043,0.07692307692307693,0.08193979933110368,1.1304347826086956,1.1304347826086956,1.0100334448160535,1.0100334448160535,0.0,0.10204081632653061,0.05102040816326531,0.0,1.0,0.8979591836734694,0.8979591836734694,0.07142857142857142,0.08823529411764706,0.07983193277310924,None,None,1.0,None,None,1.0,0.9130434782608696,0.9230769230769231,0.9180602006688964,0.9891304347826088,0.9891304347826088,0.9899665551839465,0.9899665551839465,1.0,0.8979591836734694,0.9489795918367347,1.1136363636363635,1.1136363636363635,1.1020408163265305,1.1020408163265305,0.9285714285714286,0.9117647058823529,0.9201680672268908,None,None,1.0,None,None,1.0,0.024390243902439046,0.050000000000000044,0.037195121951219545,0.4878048780487805,0.4878048780487805,0.974390243902439,0.974390243902439,0.0,0.04878048780487809,0.024390243902439046,0.0,1.0,0.9512195121951219,0.9512195121951219,0.020408163265306145,0.05434782608695654,0.03737799467613134,None,None,1.0,None,None,1.0,0.6557377049180327,0.7251908396946565,0.6904642723063446,0.904227782571182,0.904227782571182,0.9305468652233763,0.9305468652233763,0.5806451612903226,0.7267080745341615,0.6536766179122421,0.7990074441687345,0.7990074441687345,0.8539370867561611,0.8539370867561611,0.6486486486486487,0.7372881355932204,0.6929683921209345,None,None,1.0,None,None,1.0,0.3333333333333333,0.625,0.47916666666666663,0.5333333333333333,0.5333333333333333,0.7083333333333333,0.7083333333333333,1.0,0.5454545454545454,0.7727272727272727,1.8333333333333335,1.8333333333333335,1.4545454545454546,1.4545454545454546,0.3333333333333333,0.625,0.47916666666666663,None,None,1.0,None,None,1.0
Feldman-SVM-accuracy,lambda=0.25,0,0.6650246305418719,0.9290780141843972,0.06451612903225806,0.49679707160832765,-0.011643611490272135,1.010174418604651,1.010174418604651,1.0094424460431655,0.640625,0.6762589928057554,0.6584419964028777,0.9473071808510638,0.9473071808510638,0.9643660071942446,0.9643660071942446,0.4838709677419355,0.6976744186046512,0.5907726931732933,0.6935483870967742,0.6935483870967742,0.7861965491372843,0.7861965491372843,0.6103896103896104,0.6984126984126984,0.6544011544011543,None,None,1.0,None,None,1.0,0.9512195121951219,0.92,0.9356097560975609,1.033934252386002,1.033934252386002,1.031219512195122,1.031219512195122,0.8333333333333334,0.943089430894309,0.8882113821138211,0.8836206896551725,0.8836206896551725,0.8902439024390244,0.8902439024390244,0.9183673469387755,0.9347826086956522,0.9265749778172139,None,None,1.0,None,None,1.0,0.08695652173913043,0.05128205128205128,0.06911928651059085,1.6956521739130435,1.6956521739130435,1.035674470457079,1.035674470457079,0.0,0.08163265306122448,0.04081632653061224,0.0,1.0,0.9183673469387755,0.9183673469387755,0.07142857142857142,0.058823529411764705,0.06512605042016806,None,None,1.0,None,None,1.0,0.9130434782608696,0.9487179487179487,0.9308807134894092,0.9623971797884843,0.9623971797884843,0.964325529542921,0.964325529542921,1.0,0.9183673469387755,0.9591836734693877,1.0888888888888888,1.0888888888888888,1.0816326530612246,1.0816326530612246,0.9285714285714286,0.9411764705882353,0.9348739495798319,None,None,1.0,None,None,1.0,0.04878048780487809,0.07999999999999996,0.06439024390243903,0.6097560975609765,0.6097560975609765,0.9687804878048781,0.9687804878048781,0.16666666666666663,0.05691056910569103,0.11178861788617883,2.9285714285714293,2.9285714285714293,1.1097560975609757,1.1097560975609757,0.08163265306122447,0.06521739130434778,0.07342502218278613,None,None,1.0,None,None,1.0,0.65,0.7131782945736435,0.6815891472868217,0.9114130434782608,0.9114130434782608,0.9368217054263566,0.9368217054263566,0.5357142857142857,0.7204968944099379,0.6281055900621118,0.7435344827586207,0.7435344827586207,0.8152173913043478,0.8152173913043478,0.6338028169014085,0.7288135593220338,0.6813081881117211,None,None,1.0,None,None,1.0,0.5,0.8,0.65,0.625,0.625,0.7,0.7,1.0,0.6363636363636364,0.8181818181818181,1.5714285714285714,1.5714285714285714,1.3636363636363638,1.3636363636363638,0.6666666666666666,0.75,0.7083333333333333,None,None,1.0,None,None,1.0
Feldman-SVM-accuracy,lambda=0.3,0,0.6650246305418719,0.9574468085106383,0.0,0.4787234042553192,-0.11572542929926691,1.045112781954887,1.045112781954887,1.0431654676258992,0.640625,0.6762589928057554,0.6584419964028777,0.9473071808510638,0.9473071808510638,0.9643660071942446,0.9643660071942446,0.5161290322580645,0.6918604651162791,0.6039947486871717,0.7460016264570344,0.7460016264570344,0.8242685671417854,0.8242685671417854,0.6103896103896104,0.6984126984126984,0.6544011544011543,None,None,1.0,None,None,1.0,1.0,0.94,0.97,1.0638297872340425,1.0638297872340425,1.06,1.06,0.8888888888888888,0.967479674796748,0.9281842818428184,0.9187675070028011,0.9187675070028011,0.9214092140921408,0.9214092140921408,0.9591836734693877,0.9565217391304348,0.9578527062999113,None,None,1.0,None,None,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0,0.0,0.06000000000000005,0.030000000000000027,0.0,1.0,0.94,0.94,0.11111111111111116,0.03252032520325199,0.07181571815718157,3.4166666666666727,3.4166666666666727,1.0785907859078592,1.0785907859078592,0.04081632653061229,0.04347826086956519,0.04214729370008874,None,None,1.0,None,None,1.0,0.640625,0.706766917293233,0.6736959586466165,0.9064162234042553,0.9064162234042553,0.933858082706767,0.933858082706767,0.5517241379310345,0.7083333333333334,0.6300287356321839,0.7789046653144016,0.7789046653144016,0.8433908045977011,0.8433908045977011,0.6266666666666667,0.7213114754098361,0.6739890710382515,None,None,1.0,None,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,None,None,1.0
Feldman-SVM-accuracy,lambda=0.35,0,0.6600985221674877,0.9290780141843972,0.04838709677419355,0.48873255547929534,-0.04239477634328811,1.0270106589147288,1.0270106589147288,1.0250674460431655,0.625,0.6762589928057554,0.6506294964028777,0.9242021276595744,0.9242021276595744,0.9487410071942446,0.9487410071942446,0.5483870967741935,0.6802325581395349,0.6143098274568641,0.8061759029500964,0.8061759029500964,0.8681545386346586,0.8681545386346586,0.6233766233766234,0.6825396825396826,0.652958152958153,None,None,1.0,None,None,1.0,0.9512195121951219,0.92,0.9356097560975609,1.033934252386002,1.033934252386002,1.031219512195122,1.031219512195122,0.9444444444444444,0.926829268292683,0.9356368563685638,1.0190058479532162,1.0190058479532162,1.0176151761517613,1.0176151761517613,0.9591836734693877,0.9130434782608695,0.9361135758651287,None,None,1.0,None,None,1.0,0.043478260869565216,0.05128205128205128,0.04738015607580825,0.8478260869565217,0.8478260869565217,0.992196209587514,0.992196209587514,0.0,0.061224489795918366,0.030612244897959183,0.0,1.0,0.9387755102040817,0.9387755102040817,0.03571428571428571,0.058823529411764705,0.04726890756302521,None,None,1.0,None,None,1.0,0.9565217391304348,0.9487179487179487,0.9526198439241917,1.008225616921269,1.008225616921269,1.0078037904124861,1.0078037904124861,1.0,0.9387755102040817,0.9693877551020409,1.0652173913043477,1.0652173913043477,1.0612244897959182,1.0612244897959182,0.9642857142857143,0.9411764705882353,0.9527310924369747,None,None,1.0,None,None,1.0,0.04878048780487809,0.07999999999999996,0.06439024390243903,0.6097560975609765,0.6097560975609765,0.9687804878048781,0.9687804878048781,0.05555555555555558,0.07317073170731703,0.0643631436314363,0.7592592592592601,0.7592592592592601,0.9823848238482386,0.9823848238482386,0.04081632653061229,0.08695652173913049,0.06388642413487139,None,None,1.0,None,None,1.0,0.639344262295082,0.7131782945736435,0.6762612784343627,0.8964718460441911,0.8964718460441911,0.9261659677214386,0.9261659677214386,0.5666666666666667,0.7125,0.6395833333333334,0.7953216374269005,0.7953216374269005,0.8541666666666666,0.8541666666666666,0.6351351351351351,0.7241379310344828,0.6796365330848089,None,None,1.0,None,None,1.0,0.6666666666666666,0.8,0.7333333333333334,0.8333333333333333,0.8333333333333333,0.8666666666666666,0.8666666666666666,1.0,0.75,0.875,1.3333333333333333,1.3333333333333333,1.25,1.25,0.6666666666666666,0.8,0.7333333333333334,None,None,1.0,None,None,1.0
Feldman-SVM-accuracy,lambda=0.4,0,0.6748768472906403,0.9432624113475178,0.06451612903225806,0.5038892701898879,0.015191344236574854,0.9947519083969465,0.9947519083969465,0.9950539568345323,0.640625,0.6906474820143885,0.6656362410071943,0.9275716145833333,0.9275716145833333,0.9499775179856115,0.9499775179856115,0.5483870967741935,0.6976744186046512,0.6230307576894223,0.786021505376344,0.786021505376344,0.8507126781695423,0.8507126781695423,0.6233766233766234,0.7063492063492064,0.6648629148629148,None,None,1.0,None,None,1.0,0.9512195121951219,0.94,0.9456097560975609,1.0119356512714064,1.0119356512714064,1.011219512195122,1.011219512195122,0.8888888888888888,0.9512195121951219,0.9200542005420054,0.9344729344729344,0.9344729344729344,0.9376693766937669,0.9376693766937669,0.9387755102040817,0.9456521739130435,0.9422138420585626,None,None,1.0,None,None,1.0,0.08695652173913043,0.05128205128205128,0.06911928651059085,1.6956521739130435,1.6956521739130435,1.035674470457079,1.035674470457079,0.07692307692307693,0.061224489795918366,0.06907378335949765,1.2564102564102566,1.2564102564102566,1.0156985871271587,1.0156985871271587,0.07142857142857142,0.058823529411764705,0.06512605042016806,None,None,1.0,None,None,1.0,0.9130434782608696,0.9487179487179487,0.9308807134894092,0.9623971797884843,0.9623971797884843,0.964325529542921,0.964325529542921,0.9230769230769231,0.9387755102040817,0.9309262166405023,0.9832775919732442,0.9832775919732442,0.9843014128728415,0.9843014128728415,0.9285714285714286,0.9411764705882353,0.9348739495798319,None,None,1.0,None,None,1.0,0.04878048780487809,0.06000000000000005,0.05439024390243907,0.8130081300813008,0.8130081300813008,0.988780487804878,0.988780487804878,0.11111111111111116,0.04878048780487809,0.07994579945799463,2.277777777777777,2.277777777777777,1.062330623306233,1.062330623306233,0.061224489795918324,0.05434782608695654,0.05778615794143743,None,None,1.0,None,None,1.0,0.65,0.7175572519083969,0.6837786259541985,0.9058510638297873,0.9058510638297873,0.9324427480916031,0.9324427480916031,0.5714285714285714,0.7177914110429447,0.6446099912357581,0.796092796092796,0.796092796092796,0.8536371603856266,0.8536371603856266,0.6388888888888888,0.7310924369747899,0.6849906629318394,None,None,1.0,None,None,1.0,0.5,0.75,0.625,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6,0.7142857142857143,0.6571428571428571,None,None,1.0,None,None,1.0
Feldman-SVM-accuracy,lambda=0.45,0,0.6748768472906403,0.9574468085106383,0.03225806451612903,0.4948524365133837,-0.02437108190194099,0.9652777777777778,0.9652777777777778,0.9662769784172662,0.609375,0.7050359712230215,0.6572054856115108,0.8643176020408164,0.8643176020408164,0.9043390287769785,0.9043390287769785,0.5161290322580645,0.7034883720930233,0.6098087021755438,0.7336710210610503,0.7336710210610503,0.8126406601650412,0.8126406601650412,0.6103896103896104,0.7142857142857143,0.6623376623376623,None,None,1.0,None,None,1.0,0.926829268292683,0.97,0.9484146341463415,0.9554940910233846,0.9554940910233846,0.956829268292683,0.956829268292683,0.8888888888888888,0.967479674796748,0.9281842818428184,0.9187675070028011,0.9187675070028011,0.9214092140921408,0.9214092140921408,0.9387755102040817,0.967391304347826,0.9530834072759539,None,None,1.0,None,None,1.0,0.043478260869565216,0.02564102564102564,0.034559643255295425,1.6956521739130435,1.6956521739130435,1.0178372352285396,1.0178372352285396,0.0,0.04081632653061224,0.02040816326530612,0.0,1.0,0.9591836734693877,0.9591836734693877,0.03571428571428571,0.029411764705882353,0.03256302521008403,None,None,1.0,None,None,1.0,0.9565217391304348,0.9743589743589743,0.9654403567447045,0.9816933638443937,0.9816933638443937,0.9821627647714605,0.9821627647714605,1.0,0.9591836734693877,0.9795918367346939,1.0425531914893618,1.0425531914893618,1.0408163265306123,1.0408163265306123,0.9642857142857143,0.9705882352941176,0.967436974789916,None,None,1.0,None,None,1.0,0.07317073170731703,0.030000000000000027,0.05158536585365853,2.439024390243899,2.439024390243899,1.043170731707317,1.043170731707317,0.11111111111111116,0.03252032520325199,0.07181571815718157,3.4166666666666727,3.4166666666666727,1.0785907859078592,1.0785907859078592,0.061224489795918324,0.03260869565217395,0.046916592724046136,None,None,1.0,None,None,1.0,0.6333333333333333,0.7185185185185186,0.6759259259259259,0.881443298969072,0.881443298969072,0.9148148148148147,0.9148148148148147,0.5517241379310345,0.7168674698795181,0.6342958039052763,0.7696319907273254,0.7696319907273254,0.8348566680515164,0.8348566680515164,0.6301369863013698,0.7295081967213115,0.6798225915113407,None,None,1.0,None,None,1.0,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333333,1.5,1.5,1.3333333333333335,1.3333333333333335,0.75,0.75,0.75,None,None,1.0,None,None,1.0
