SVM,0,numerical-binsensitive,0.5555555555555556,0.6944444444444445,0.5555555555555556,0.6944444444444445,0.7333333333333334,0.8166666666666667
SVM,0,numerical,0.5555555555555556,0.6944444444444445,0.5555555555555556,0.6944444444444444,0.7333333333333334,0.8166666666666667
SVM,1,numerical-binsensitive,0.5555555555555556,0.75,0.5555555555555556,0.75,0.7333333333333334,0.8333333333333334
SVM,1,numerical,0.5555555555555556,0.75,0.5555555555555556,0.75,0.7333333333333334,0.8333333333333334
SVM,2,numerical-binsensitive,0.5555555555555556,0.75,0.5555555555555556,0.75,0.7333333333333334,0.9166666666666667
SVM,2,numerical,0.5555555555555556,0.75,0.5555555555555556,0.75,0.7333333333333334,0.9166666666666667
SVM,3,numerical-binsensitive,0.5555555555555556,0.8333333333333333,0.5555555555555556,0.8333333333333333,0.7333333333333334,0.9333333333333333
SVM,3,numerical,0.5555555555555556,0.8333333333333333,0.5555555555555556,0.8333333333333333,0.7333333333333334,0.9333333333333333
SVM,4,numerical-binsensitive,0.5555555555555556,0.625,0.5555555555555556,0.625,0.7333333333333334,0.8
SVM,4,numerical,0.5555555555555556,0.625,0.5555555555555556,0.625,0.7333333333333334,0.8
SVM,5,numerical-binsensitive,0.5555555555555556,1.25,0.5555555555555556,1.25,0.7333333333333334,1.0666666666666667
SVM,5,numerical,0.5555555555555556,1.25,0.5555555555555556,1.25,0.7333333333333334,1.0666666666666667
SVM,6,numerical-binsensitive,0.5555555555555556,0.625,0.5555555555555556,0.625,0.7333333333333334,0.7
SVM,6,numerical,0.5555555555555556,0.625,0.5555555555555556,0.625,0.7333333333333334,0.7
SVM,7,numerical-binsensitive,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7333333333333334,0.7333333333333334
SVM,7,numerical,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7333333333333334,0.7333333333333334
SVM,8,numerical-binsensitive,0.5555555555555556,0.8333333333333333,0.5555555555555556,0.8333333333333333,0.7333333333333334,0.9333333333333333
SVM,8,numerical,0.5555555555555556,0.8333333333333333,0.5555555555555556,0.8333333333333333,0.7333333333333334,0.9333333333333333
SVM,9,numerical-binsensitive,0.5555555555555556,0.625,0.5555555555555556,0.625,0.7333333333333334,0.85
SVM,9,numerical,0.5555555555555556,0.625,0.5555555555555556,0.625,0.7333333333333334,0.85
